"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.28425000000E+004, +8.27462589979E+001, +0.00000000000E+000
+2.28500000000E+004, +8.28704974582E+001, +0.00000000000E+000
+2.28575000000E+004, +8.29986886973E+001, +0.00000000000E+000
+2.28650000000E+004, +8.31305739658E+001, +0.00000000000E+000
+2.28725000000E+004, +8.32615092016E+001, +0.00000000000E+000
+2.28800000000E+004, +8.33802408516E+001, +0.00000000000E+000
+2.28875000000E+004, +8.35163882433E+001, +0.00000000000E+000
+2.28950000000E+004, +8.36493530856E+001, +0.00000000000E+000
+2.29025000000E+004, +8.37854204254E+001, +0.00000000000E+000
+2.29100000000E+004, +8.39077406663E+001, +0.00000000000E+000
+2.29175000000E+004, +8.40391668935E+001, +0.00000000000E+000
+2.29250000000E+004, +8.41719921663E+001, +0.00000000000E+000
+2.29325000000E+004, +8.43042531860E+001, +0.00000000000E+000
+2.29400000000E+004, +8.44414853475E+001, +0.00000000000E+000
+2.29475000000E+004, +8.45781885664E+001, +0.00000000000E+000
+2.29550000000E+004, +8.47064389602E+001, +0.00000000000E+000
+2.29625000000E+004, +8.48471028937E+001, +0.00000000000E+000
+2.29700000000E+004, +8.49848274463E+001, +0.00000000000E+000
+2.29775000000E+004, +8.51215059926E+001, +0.00000000000E+000
+2.29850000000E+004, +8.52668037221E+001, +0.00000000000E+000
+2.29925000000E+004, +8.54031701367E+001, +0.00000000000E+000
+2.30000000000E+004, +8.55430555135E+001, +0.00000000000E+000
+2.30075000000E+004, +8.56836363700E+001, +0.00000000000E+000
+2.30150000000E+004, +8.58297637068E+001, +0.00000000000E+000
+2.30225000000E+004, +8.59730410061E+001, +0.00000000000E+000
+2.30300000000E+004, +8.61166025190E+001, +0.00000000000E+000
+2.30375000000E+004, +8.62632642599E+001, +0.00000000000E+000
+2.30450000000E+004, +8.64134827286E+001, +0.00000000000E+000
+2.30525000000E+004, +8.65633727996E+001, +0.00000000000E+000
+2.30600000000E+004, +8.67066977935E+001, +0.00000000000E+000
+2.30675000000E+004, +8.68656324467E+001, +0.00000000000E+000
+2.30750000000E+004, +8.70261639218E+001, +0.00000000000E+000
+2.30825000000E+004, +8.71742512194E+001, +0.00000000000E+000
+2.30900000000E+004, +8.73292414523E+001, +0.00000000000E+000
+2.30975000000E+004, +8.74945141171E+001, +0.00000000000E+000
+2.31050000000E+004, +8.76486292736E+001, +0.00000000000E+000
+2.31125000000E+004, +8.78019044091E+001, +0.00000000000E+000
+2.31200000000E+004, +8.79638248226E+001, +0.00000000000E+000
